epoch,train_loss,train_acc,val_loss,val_acc,lr
0,2.5348627368927,0.15076,1.5933817638397216,0.2095,0.1
1,1.5339925272750854,0.23488,1.5206107112884522,0.2711,0.1
2,1.425212585334778,0.29688,1.3514473342895508,0.3361,0.1
3,1.311114355392456,0.35972,1.2536855810165406,0.4119,0.1
4,1.221330349006653,0.404,1.211160722541809,0.4187,0.1
5,1.1677152195358276,0.4355,1.2163526195526122,0.4437,0.1
6,1.114253477706909,0.46358,1.0449928911209105,0.504,0.1
7,1.0634442097854615,0.49176,1.017405753326416,0.5277,0.1
8,1.0181210922050477,0.51488,0.9617007471084594,0.5517,0.1
9,0.904972958946228,0.5713,0.8377570328712464,0.6058,0.020000000000000004
10,0.8683350873756409,0.5898,0.8277944643020629,0.6203,0.020000000000000004
11,0.8418500805473328,0.60376,0.7791156705856324,0.6321,0.020000000000000004
12,0.8171539003944397,0.61708,0.8138512222290039,0.6238,0.020000000000000004
13,0.798721300163269,0.6272,0.7510415369033814,0.6523,0.020000000000000004
14,0.773944741306305,0.63638,0.7861911087036133,0.6333,0.020000000000000004
15,0.7529592771530151,0.64856,0.7165855444908142,0.6668,0.020000000000000004
16,0.7330133136940002,0.66026,0.7217536049842834,0.6662,0.020000000000000004
17,0.7152087715911866,0.6695,0.6977126671791076,0.6798,0.020000000000000004
18,0.6589274512290955,0.69318,0.6329903390884399,0.7121,0.004000000000000001
19,0.6453682554817199,0.6982,0.6181395327568054,0.7177,0.004000000000000001
20,0.6347706440353393,0.70546,0.6187615509986878,0.7158,0.004000000000000001
21,0.6317272811317444,0.70734,0.6082724167823792,0.722,0.004000000000000001
22,0.6221438025474548,0.71356,0.607698809337616,0.7242,0.004000000000000001
23,0.6146194442176819,0.71724,0.5996062166213989,0.7292,0.004000000000000001
24,0.6016569509124756,0.72304,0.5809020494461059,0.7367,0.0008000000000000003
25,0.5967261645698547,0.72636,0.5783109581947327,0.7362,0.0008000000000000003
26,0.5918192091369628,0.72762,0.5771382290840149,0.7366,0.0008000000000000003
27,0.592683764705658,0.72626,0.5744841406822204,0.7387,0.0008000000000000003
28,0.5919799128341675,0.72748,0.5735435371398926,0.7391,0.0008000000000000003
29,0.5889403414154053,0.72998,0.5710207319259644,0.742,0.0008000000000000003
