timestamp,run_name,dataset,model,optimizer,rho,adaptive,learning_rate,weight_decay,batch_size,epochs,seed,best_val_acc,best_val_epoch,train_acc_at_best,final_val_acc,final_train_acc,runtime_sec
20251213-005300,cifar10_resnet18_sgd_lr0.1_wd0.0005_bs512_seed1,cifar10,resnet18,sgd,0.05,False,0.1,0.0005,512,30,1,0.88,27,0.89232,0.88,0.89506,1879.3740372657776
