timestamp,run_name,dataset,model,optimizer,rho,adaptive,learning_rate,weight_decay,batch_size,epochs,seed,best_val_acc,best_val_epoch,train_acc_at_best,final_val_acc,final_train_acc,runtime_sec
20251213-012425,cifar10_resnet18_sam_sgd_rho0.05_adaptive0_lr0.1_wd0.0005_bs512_seed1,cifar10,resnet18,sam_sgd,0.05,False,0.1,0.0005,512,30,1,0.7556,28,0.74292,0.7551,0.74742,2983.952824831009
