epoch,train_loss,train_acc,val_loss,val_acc,lr
0,2.4526362284088137,0.1489,1.7052607114791871,0.1947,0.1
1,1.523109438972473,0.22836,1.466026393699646,0.2748,0.1
2,1.3845490257644653,0.31362,1.2943238153457641,0.3762,0.1
3,1.26216015335083,0.38162,1.1476056009292603,0.4431,0.1
4,1.1623651733779907,0.43548,1.1502181642532348,0.4664,0.1
5,1.0838435685729981,0.4816,1.6218719060897828,0.3834,0.1
6,1.0070808707809449,0.51824,1.0778378971099853,0.4962,0.1
7,0.9430142934417725,0.55464,1.0350053482055663,0.5219,0.1
8,0.8868552851295471,0.58314,1.1430404850006104,0.5106,0.1
9,0.7802474221038819,0.6335,0.7558213153839112,0.6496,0.020000000000000004
10,0.7454390705871582,0.65014,0.7263140253067016,0.6618,0.020000000000000004
11,0.732244874458313,0.65474,0.7418270948410034,0.6588,0.020000000000000004
12,0.7086111242103577,0.67012,0.666684823513031,0.6938,0.020000000000000004
13,0.6900122147750855,0.67972,0.6780046078681946,0.6902,0.020000000000000004
14,0.6722829707145691,0.687,0.6427772356033326,0.7082,0.020000000000000004
15,0.657655298614502,0.69568,0.700114107131958,0.6841,0.020000000000000004
16,0.6365176756286621,0.70402,0.6333828121185303,0.7126,0.020000000000000004
17,0.6283481792640686,0.7093,0.6240209406852723,0.7163,0.020000000000000004
18,0.5741712773132325,0.73468,0.5447740374565124,0.7532,0.004000000000000001
19,0.5527866701889038,0.74568,0.5422075041770935,0.7551,0.004000000000000001
20,0.5463432387542725,0.74926,0.538841199016571,0.7556,0.004000000000000001
21,0.5426025295829773,0.7505,0.5269093926429749,0.7624,0.004000000000000001
22,0.5333765346717835,0.7557,0.5179818524360656,0.7662,0.004000000000000001
23,0.5264426922988892,0.7591,0.5150046914100647,0.7644,0.004000000000000001
24,0.5118017279815674,0.76616,0.49915054264068603,0.7758,0.0008000000000000003
25,0.5055034797573089,0.76644,0.4952948236465454,0.7743,0.0008000000000000003
26,0.5086723859405518,0.76766,0.4957735013961792,0.7761,0.0008000000000000003
27,0.5053020915603638,0.76824,0.4931693558692932,0.7759,0.0008000000000000003
28,0.5036935339736939,0.76916,0.4912125099182129,0.7773,0.0008000000000000003
29,0.5000761737251281,0.77008,0.49061048755645753,0.7759,0.0008000000000000003
