timestamp,run_name,dataset,model,optimizer,rho,adaptive,learning_rate,weight_decay,batch_size,epochs,seed,best_val_acc,best_val_epoch,train_acc_at_best,final_val_acc,final_train_acc,runtime_sec
20251212-223849,cifar10_resnet18_sam_sgd_rho0.05_adaptive0_lr0.1_wd0.0005_bs512_seed0,cifar10,resnet18,sam_sgd,0.05,False,0.1,0.0005,512,30,0,0.8437,29,0.84298,0.8437,0.84298,3042.133287191391
20251213-000213,cifar10_resnet18_sam_sgd_rho0.05_adaptive0_lr0.1_wd0.0005_bs512_seed0,cifar10,resnet18,sam_sgd,0.05,False,0.1,0.0005,512,30,0,0.8454,29,0.84164,0.8454,0.84164,3041.6156072616577
