epoch,train_loss,train_acc,val_loss,val_acc,lr
0,1.957630796470642,0.16078,1.5388069946289062,0.2179,0.1
1,1.4599413585281371,0.27478,1.3110407152175902,0.3493,0.1
2,1.277792161178589,0.37046,1.1899631900787353,0.4223,0.1
3,1.1587851414489747,0.43648,1.057080018043518,0.4991,0.1
4,1.0558110087585448,0.4942,1.0055737800598143,0.5233,0.1
5,0.9576729537391663,0.54586,0.8621664035797119,0.592,0.1
6,0.8646557782554627,0.59506,0.7708927067756652,0.6353,0.1
7,0.7788924217796326,0.63772,0.7370370096206665,0.6607,0.1
8,0.7089388182640076,0.67286,0.6826548791885376,0.6859,0.1
9,0.6014954334640503,0.7248,0.5483214063644409,0.7533,0.020000000000000004
10,0.5669767412376404,0.74168,0.5344537580490112,0.7618,0.020000000000000004
11,0.5461041783523559,0.75242,0.5198551507949829,0.7678,0.020000000000000004
12,0.5256284443664551,0.76296,0.4911308536529541,0.7823,0.020000000000000004
13,0.5065648126792908,0.7709,0.5014940205574036,0.7767,0.020000000000000004
14,0.4932936211204529,0.77776,0.48245827569961547,0.7869,0.020000000000000004
15,0.47544852202415466,0.78662,0.4557777066707611,0.7968,0.020000000000000004
16,0.46076927131652834,0.79338,0.48419427185058594,0.785,0.020000000000000004
17,0.44740458223342894,0.79808,0.4459575640678406,0.8018,0.020000000000000004
18,0.41012958596229554,0.81808,0.3896629162311554,0.8316,0.004000000000000001
19,0.398198316450119,0.82496,0.39081649355888365,0.8304,0.004000000000000001
20,0.391865884809494,0.8274,0.3854272648334503,0.8337,0.004000000000000001
21,0.39103655831336975,0.8281,0.3779644429683685,0.8366,0.004000000000000001
22,0.38455501979827883,0.83326,0.3742963589191437,0.8387,0.004000000000000001
23,0.3803229043102264,0.83352,0.36879827761650086,0.8391,0.004000000000000001
24,0.37434374583244323,0.83768,0.36498153371810915,0.8407,0.0008000000000000003
25,0.3692712961769104,0.8392,0.3633169211387634,0.8396,0.0008000000000000003
26,0.3719003437995911,0.83814,0.3631542736053467,0.8418,0.0008000000000000003
27,0.37009850018501284,0.8382,0.362786016702652,0.8427,0.0008000000000000003
28,0.36902876949310304,0.83958,0.3618977764129639,0.8425,0.0008000000000000003
29,0.3654765174484253,0.84298,0.3607321704387665,0.8437,0.0008000000000000003
