epoch,train_loss,train_acc,val_loss,val_acc,lr
0,1.9757533617782592,0.1517,1.5503994310379028,0.2392,0.1
1,1.4596688505935669,0.27966,1.326061771965027,0.3525,0.1
2,1.2652821677398682,0.37884,1.183633172416687,0.426,0.1
3,1.1444608665847777,0.44486,1.0731654487609863,0.4874,0.1
4,1.0425620285415649,0.50186,1.0391900304794313,0.5085,0.1
5,0.9483606316566467,0.5515,0.9104047726631165,0.5753,0.1
6,0.8550079492759705,0.59936,0.8179787632942199,0.6252,0.1
7,0.7761403619766235,0.63942,0.7933511498451233,0.6327,0.1
8,0.7112353210449218,0.6732,0.7119706407546997,0.6734,0.1
9,0.6047593612861634,0.72368,0.5440217293739319,0.7526,0.020000000000000004
10,0.568388580493927,0.74054,0.5534568697929382,0.7499,0.020000000000000004
11,0.5455327720451355,0.75424,0.5358974452018738,0.7587,0.020000000000000004
12,0.5244412957000733,0.76416,0.49936613817214964,0.7755,0.020000000000000004
13,0.5037775149154663,0.7737,0.4979406047821045,0.772,0.020000000000000004
14,0.49034100328445435,0.77878,0.4699967255592346,0.7907,0.020000000000000004
15,0.4733764048194885,0.78942,0.46531723194122315,0.7908,0.020000000000000004
16,0.4551231512928009,0.79684,0.44184145832061766,0.8041,0.020000000000000004
17,0.44253276669502256,0.80288,0.42464463973045347,0.8118,0.020000000000000004
18,0.4079927822494507,0.8205,0.38578627805709836,0.8312,0.004000000000000001
19,0.3937630348777771,0.82892,0.3872341076374054,0.8298,0.004000000000000001
20,0.38930882334709166,0.82936,0.38209213070869447,0.8333,0.004000000000000001
21,0.38883435029029845,0.8306,0.3718406674861908,0.8389,0.004000000000000001
22,0.38400943073272703,0.83198,0.37181080436706543,0.8388,0.004000000000000001
23,0.37854924847602844,0.83302,0.3662160873413086,0.8404,0.004000000000000001
24,0.37180282382011415,0.8382,0.3618240288734436,0.8427,0.0008000000000000003
25,0.36855438322067263,0.83952,0.36002341198921206,0.8425,0.0008000000000000003
26,0.370369790019989,0.8395,0.3595533414840698,0.8429,0.0008000000000000003
27,0.3689515375328064,0.83956,0.3592023485660553,0.844,0.0008000000000000003
28,0.36803233283996584,0.83908,0.3588816022872925,0.8443,0.0008000000000000003
29,0.3650653431034088,0.84164,0.3568741410732269,0.8454,0.0008000000000000003
