epoch,train_loss,train_acc,val_loss,val_acc,lr
0,1.9461115557861328,0.16812,1.534102672958374,0.2336,0.1
1,1.3715650999832154,0.30872,1.2600745767593384,0.3752,0.1
2,1.1824525120925904,0.42296,1.1165298170089721,0.4639,0.1
3,1.0367684870910645,0.50344,1.0414702449798583,0.5112,0.1
4,0.9013480135345459,0.57466,0.8696029728889465,0.5934,0.1
5,0.7974486041069031,0.63036,0.7979299464225769,0.6386,0.1
6,0.7109425807571411,0.67162,0.7597908141136169,0.6584,0.1
7,0.6255930647468567,0.71648,0.7858221621513367,0.644,0.1
8,0.5677488391304016,0.74472,0.7072509037971496,0.6852,0.1
9,0.4508374866199493,0.79924,0.42401361346244815,0.8136,0.020000000000000004
10,0.41836914776802064,0.81358,0.41350371589660645,0.8209,0.020000000000000004
11,0.4025091882133484,0.8224,0.39359617252349854,0.8259,0.020000000000000004
12,0.3883160505580902,0.82768,0.39204593710899355,0.8275,0.020000000000000004
13,0.3750094173240662,0.83452,0.38475545358657837,0.8285,0.020000000000000004
14,0.3615042490196228,0.84164,0.37127939982414243,0.8374,0.020000000000000004
15,0.35078235761642457,0.84518,0.3697929001808167,0.8367,0.020000000000000004
16,0.34034248869895933,0.8497,0.39009081826210024,0.8323,0.020000000000000004
17,0.328582697725296,0.85504,0.37467853865623474,0.8403,0.020000000000000004
18,0.2947044413566589,0.87136,0.29670711884498596,0.8725,0.004000000000000001
19,0.28140417132377626,0.87774,0.29407952761650086,0.8737,0.004000000000000001
20,0.2787713377380371,0.8798,0.29479355893135073,0.8717,0.004000000000000001
21,0.27165167530059814,0.88298,0.2935745891094208,0.8757,0.004000000000000001
22,0.26702487689971927,0.8855,0.2944133796215057,0.8751,0.004000000000000001
23,0.2673037199878693,0.88478,0.28698934178352353,0.8757,0.004000000000000001
24,0.2567741968345642,0.89004,0.2797508403778076,0.8795,0.0008000000000000003
25,0.25345941822052004,0.89206,0.2800791361808777,0.8781,0.0008000000000000003
26,0.253287466545105,0.89132,0.2794531903266907,0.8795,0.0008000000000000003
27,0.2515394760799408,0.89232,0.278677880859375,0.88,0.0008000000000000003
28,0.25047432792186736,0.89206,0.2769878521442413,0.8791,0.0008000000000000003
29,0.2480322230052948,0.89506,0.277416285943985,0.88,0.0008000000000000003
