epoch,train_loss,train_acc,val_loss,val_acc,lr
0,2.186682227592468,0.13134,1.6384498077392577,0.1513,0.1
1,1.548631170272827,0.21172,1.4544283073425293,0.2599,0.1
2,1.3976530802536011,0.3087,1.33807006855011,0.3503,0.1
3,1.2696328951263427,0.37994,1.2315793352127076,0.411,0.1
4,1.1922272624588013,0.42316,1.2904164808273315,0.4094,0.1
5,1.1323690962600708,0.45624,1.1111860607147217,0.4699,0.1
6,1.0514696226119995,0.4972,1.054970357322693,0.5037,0.1
7,0.9867817171478271,0.5317,1.057596001625061,0.5046,0.1
8,0.9022156819725037,0.577,0.8886280005455017,0.588,0.1
9,0.7909273753738403,0.6308,0.7510948479652405,0.6481,0.020000000000000004
10,0.7523375765419006,0.64908,0.7126949480056762,0.6721,0.020000000000000004
11,0.729984073600769,0.65858,0.7238210518836975,0.6713,0.020000000000000004
12,0.7047526903343201,0.66996,0.7367312289237976,0.665,0.020000000000000004
13,0.6842674071121215,0.68352,0.7352061744689942,0.6683,0.020000000000000004
14,0.6652166997337341,0.6922,0.6288162013053894,0.7149,0.020000000000000004
15,0.6405262717628479,0.70388,0.6336138715744019,0.7129,0.020000000000000004
16,0.6227499991798401,0.71068,0.639556702709198,0.712,0.020000000000000004
17,0.6042658385848999,0.72066,0.5877634417533875,0.7338,0.020000000000000004
18,0.548793124332428,0.74836,0.5215437747955323,0.7661,0.004000000000000001
19,0.5308490567779541,0.75812,0.5083194689750672,0.7719,0.004000000000000001
20,0.5224158653259278,0.7618,0.5051945520401001,0.7741,0.004000000000000001
21,0.5192696894073486,0.76374,0.4925068774223328,0.7753,0.004000000000000001
22,0.5098387741374969,0.76684,0.49285554275512694,0.7784,0.004000000000000001
23,0.5040492521095276,0.76988,0.4832736355781555,0.78,0.004000000000000001
24,0.48942198574066165,0.77838,0.47187038736343384,0.7866,0.0008000000000000003
25,0.4823673547172546,0.78162,0.46773919458389285,0.7885,0.0008000000000000003
26,0.484211445016861,0.78056,0.4685790948867798,0.7889,0.0008000000000000003
27,0.4820147581100464,0.78188,0.4670881073951721,0.7885,0.0008000000000000003
28,0.4804389674377441,0.78228,0.4641958362579346,0.7926,0.0008000000000000003
29,0.47445753364562987,0.7849,0.4637947916030884,0.7909,0.0008000000000000003
