epoch,train_loss,train_acc,val_loss,val_acc,lr
0,2.3506258836364746,0.15984,1.6121920671463013,0.2122,0.1
1,1.5236769703674315,0.23556,1.4148854551315309,0.3004,0.1
2,1.397595874710083,0.3041,1.3296624752044677,0.3227,0.1
3,1.3187223048400878,0.35006,1.2501774999618531,0.3913,0.1
4,1.2232593947982788,0.40022,1.165289691734314,0.4567,0.1
5,1.1338588603210449,0.4526,1.1359331533432007,0.4606,0.1
6,1.04623592294693,0.4953,1.0083796710968018,0.5133,0.1
7,0.9689103559494019,0.53974,0.9640815231323242,0.5587,0.1
8,0.8958743718910217,0.57728,1.0156041814804078,0.5452,0.1
9,0.7873376280975342,0.63186,0.7142613367080688,0.6639,0.020000000000000004
10,0.7501054799079895,0.64902,0.7153511812210083,0.6717,0.020000000000000004
11,0.7261367498397827,0.6611,0.6783253213882446,0.6807,0.020000000000000004
12,0.7009521627235412,0.67582,0.7051293899536133,0.6757,0.020000000000000004
13,0.6836216393470764,0.67986,0.6571084313392639,0.6982,0.020000000000000004
14,0.6628729365539551,0.69378,0.6493548087120056,0.7008,0.020000000000000004
15,0.647693375453949,0.69818,0.6615935056686402,0.6952,0.020000000000000004
16,0.6329556239891052,0.70662,0.5916889989852905,0.7307,0.020000000000000004
17,0.6084335093688965,0.71854,0.6087965240478516,0.7238,0.020000000000000004
18,0.5559448483467102,0.74346,0.5246022649765014,0.7598,0.004000000000000001
19,0.5409125025749206,0.7514,0.5378816930770874,0.7573,0.004000000000000001
20,0.5342482683181763,0.75496,0.5193048770904541,0.7606,0.004000000000000001
21,0.5243232882499694,0.75956,0.5108811537742615,0.7707,0.004000000000000001
22,0.518197407655716,0.7631,0.5117853498458862,0.7674,0.004000000000000001
23,0.5149393642044068,0.76578,0.5100774067878723,0.7664,0.004000000000000001
24,0.5024468699264526,0.77,0.48276781244277955,0.7806,0.0008000000000000003
25,0.49539512461662294,0.77418,0.4811350684165955,0.7838,0.0008000000000000003
26,0.4889123980998993,0.7773,0.48102607202529907,0.7833,0.0008000000000000003
27,0.49179323263168334,0.77614,0.4815125849723816,0.7827,0.0008000000000000003
28,0.4886842494010925,0.77808,0.4782051120758057,0.7863,0.0008000000000000003
29,0.4878199838542938,0.77732,0.4784882925987244,0.7836,0.0008000000000000003
