epoch,train_loss,train_acc,val_loss,val_acc,lr
0,1.9031033057785034,0.18562,1.5222119140625,0.267,0.1
1,1.3207773208236695,0.35082,1.1994588748931885,0.4106,0.1
2,1.1276998051071168,0.45544,1.0215964303970337,0.5154,0.1
3,0.9854284979629516,0.53568,0.9005664559364319,0.5773,0.1
4,0.8532880160140991,0.60128,0.9284049650192261,0.5783,0.1
5,0.7754351381492615,0.6439,0.7008900660514832,0.6782,0.1
6,0.69180365234375,0.68094,0.7123571578025818,0.6709,0.1
7,0.6194155415344238,0.71724,0.6699105868339539,0.6995,0.1
8,0.5550518963241577,0.7476,0.5814049561500549,0.7393,0.1
9,0.4494659536361694,0.8009,0.4086376146316528,0.8231,0.020000000000000004
10,0.4191579641532898,0.8124,0.4079234045028686,0.8241,0.020000000000000004
11,0.4036225531768799,0.82052,0.4040323068141937,0.8258,0.020000000000000004
12,0.38953753149032594,0.82746,0.36963950190544126,0.8397,0.020000000000000004
13,0.37618500990867615,0.83416,0.35518271980285643,0.8427,0.020000000000000004
14,0.3673581396865845,0.8377,0.3705727023601532,0.8367,0.020000000000000004
15,0.354150193977356,0.8439,0.38669486532211306,0.8295,0.020000000000000004
16,0.34549572825431824,0.8474,0.41887473330497743,0.8177,0.020000000000000004
17,0.3346978521633148,0.85216,0.3567567675590515,0.8458,0.020000000000000004
18,0.2983016253566742,0.87126,0.2978352526187897,0.8712,0.004000000000000001
19,0.28626160175323484,0.87678,0.29623103618621827,0.8724,0.004000000000000001
20,0.28058925565719606,0.87936,0.2957910326957703,0.8746,0.004000000000000001
21,0.2792793128919601,0.88168,0.2883346984386444,0.8767,0.004000000000000001
22,0.2760131348991394,0.8805,0.28833490414619445,0.8747,0.004000000000000001
23,0.2704971107292175,0.88254,0.28054070205688475,0.8779,0.004000000000000001
24,0.2626873302364349,0.8883,0.2766422085285187,0.8805,0.0008000000000000003
25,0.25749530014038086,0.89014,0.2762560649394989,0.8811,0.0008000000000000003
26,0.25940756645679475,0.8892,0.27586734805107116,0.8813,0.0008000000000000003
27,0.25980770957946775,0.88936,0.2755113728046417,0.882,0.0008000000000000003
28,0.25566947162628173,0.89132,0.27511699724197386,0.8834,0.0008000000000000003
29,0.255031354637146,0.89074,0.27386951842308044,0.8834,0.0008000000000000003
