timestamp,run_name,dataset,model,optimizer,rho,adaptive,learning_rate,weight_decay,batch_size,epochs,seed,best_val_acc,best_val_epoch,train_acc_at_best,final_val_acc,final_train_acc,runtime_sec
20251213-024542,cifar10_resnet18_sam_sgd_rho0.05_adaptive0_lr0.1_wd0.0005_bs512_seed2,cifar10,resnet18,sam_sgd,0.05,False,0.1,0.0005,512,30,2,0.8153,29,0.80714,0.8153,0.80714,3008.931423664093
